Soil_Type,Soil_Moisture,Temperature,Humidity,Crop_Type,Water_Needed_Per_Acre(Litres)
Silt,68.5,34.8,60.6,Maize,57038.85
Clay,70.4,34.8,78.5,Sugarcane,76505.79
Sandy,20.4,19.5,32.9,Pulses,56425.15
Sandy,38.8,38.2,45.2,Pulses,50133.21
Clay,28.7,40.1,80.3,Sugarcane,89154.64
Sandy,53.3,28.4,77.2,Sugarcane,106739.59
Loam,39.7,23.2,44.1,Barley,59848.6
Clay,58.1,33.1,75.0,Barley,34700.97
Loam,20.1,25.0,56.7,Sugarcane,96039.9
Silt,66.8,38.4,31.8,Maize,52271.16
Silt,75.9,36.1,74.7,Millet,29846.56
Clay,11.2,32.9,89.1,Rice,101313.02
Sandy,50.8,27.2,93.1,Wheat,52358.75
Silt,12.8,24.0,83.6,Maize,65081.42
Clay,66.9,21.7,86.5,Rice,66516.47
Sandy,71.3,16.7,64.4,Barley,50574.62
Clay,43.4,30.1,66.1,Barley,47458.49
Clay,13.2,44.3,59.4,Barley,59418.34
Loam,20.0,34.1,57.5,Rice,126670.13
Silt,71.1,18.1,84.1,Pulses,30923.36
Silt,14.7,26.3,72.7,Millet,50055.04
Silt,47.0,19.4,37.0,Barley,54204.19
Silt,44.9,15.2,73.4,Cotton,79613.75
Silt,67.9,16.9,45.1,Wheat,42815.09
Silt,71.8,29.3,56.7,Sugarcane,74323.65
Loam,25.9,29.4,32.5,Soybean,58274.69
Sandy,39.8,33.8,41.5,Wheat,55368.21
Clay,55.5,27.2,63.0,Groundnut,33907.96
Clay,42.6,16.4,67.0,Wheat,41992.42
Clay,75.5,38.0,92.1,Sugarcane,62480.19
Sandy,22.2,21.0,94.6,Maize,77909.15
Sandy,59.7,21.5,68.3,Sugarcane,86142.62
Loam,74.5,43.3,31.5,Millet,30991.38
Clay,40.3,24.3,41.7,Pulses,40558.13
Loam,65.0,21.9,53.8,Sugarcane,92618.24
Loam,55.2,40.5,67.6,Wheat,49235.52
Sandy,33.2,22.7,94.2,Pulses,52219.8
Silt,38.3,40.8,82.8,Pulses,43887.57
Sandy,45.7,26.2,50.0,Rice,129367.38
Sandy,39.0,30.7,62.2,Sugarcane,118311.35
Loam,18.3,44.4,58.2,Maize,65946.72
Sandy,63.9,41.9,53.4,Pulses,41126.81
Silt,75.0,31.5,66.4,Maize,52090.41
Sandy,30.2,19.5,43.3,Millet,55165.17
Sandy,48.4,38.8,77.9,Cotton,70055.39
Sandy,66.0,24.6,55.1,Maize,61980.26
Sandy,18.8,40.8,59.6,Cotton,89463.95
Sandy,19.3,35.2,83.3,Rice,137082.96
Loam,72.2,34.6,65.3,Sugarcane,78535.3
Clay,24.0,42.5,56.3,Cotton,85121.31
Sandy,16.4,43.0,44.7,Maize,95607.96
Loam,65.1,42.3,81.4,Soybean,40727.17
Clay,16.7,30.5,54.1,Groundnut,46414.5
Loam,25.0,31.9,59.8,Wheat,50150.69
Silt,71.5,23.5,38.2,Groundnut,46217.85
Clay,18.9,34.4,77.4,Pulses,44113.36
Sandy,50.8,20.6,48.7,Maize,59264.37
Loam,10.7,16.6,77.0,Soybean,66891.0
Clay,26.5,31.5,71.7,Rice,95323.62
Sandy,13.6,32.3,35.2,Millet,53250.2
Clay,12.5,33.1,40.6,Wheat,55361.94
Sandy,72.0,36.4,40.8,Wheat,43466.07
Loam,37.1,15.3,63.2,Groundnut,41847.2
Loam,21.2,28.9,88.8,Millet,46523.03
Clay,12.8,40.2,62.0,Wheat,55422.11
Silt,68.0,37.8,74.6,Soybean,49775.25
Sandy,73.8,43.5,74.4,Sugarcane,79325.98
Sandy,18.4,20.5,82.0,Soybean,69200.16
Clay,71.5,30.4,58.3,Maize,39707.74
Clay,73.9,27.9,89.0,Millet,29159.75
Loam,53.7,17.2,75.1,Rice,105348.57
Loam,75.8,21.9,44.6,Millet,27160.68
Silt,26.8,28.4,56.4,Sugarcane,104600.82
Sandy,70.9,19.1,92.1,Soybean,42831.31
Loam,68.2,37.8,39.0,Cotton,73977.59
Sandy,41.5,28.3,55.6,Pulses,49351.55
Silt,65.2,34.0,34.0,Pulses,45155.34
Silt,75.1,18.5,61.4,Soybean,39745.99
Silt,61.0,21.4,90.1,Millet,33449.43
Silt,30.1,27.7,70.5,Sugarcane,109756.87
Loam,51.5,43.5,92.4,Millet,32506.9
Silt,73.5,24.7,59.7,Maize,56642.56
Sandy,68.6,44.9,74.6,Pulses,41586.74
Silt,52.4,29.3,77.2,Cotton,73565.97
Silt,42.3,43.2,31.8,Barley,54062.69
Sandy,57.0,26.2,31.3,Pulses,41642.1
Sandy,50.5,36.7,90.9,Maize,66571.01
Loam,70.9,18.1,49.6,Wheat,46047.19
Clay,40.0,25.1,74.2,Millet,33959.95
Clay,73.4,38.9,74.8,Wheat,33315.16
Silt,77.4,33.9,83.2,Cotton,52705.0
Silt,54.7,24.1,39.2,Wheat,51851.78
Loam,48.2,33.7,58.1,Groundnut,50194.9
Clay,28.3,15.5,32.4,Pulses,50766.24
Loam,41.9,30.2,80.9,Groundnut,39777.72
Loam,46.9,18.9,88.0,Barley,49200.49
Clay,36.0,26.3,41.7,Sugarcane,85379.91
Loam,11.1,30.1,63.1,Wheat,71092.1
Clay,10.7,36.0,30.1,Soybean,65802.98
Clay,39.4,28.5,75.4,Millet,37291.04
Clay,58.0,18.6,76.8,Wheat,39491.35
Sandy,72.3,31.9,34.5,Wheat,57235.35
Loam,28.4,40.2,81.2,Pulses,45723.11
Silt,52.4,26.8,32.7,Groundnut,49239.94
Sandy,60.3,16.4,48.7,Wheat,52728.81
Loam,55.4,42.2,38.2,Cotton,74792.0
Sandy,48.5,32.6,35.2,Maize,68221.39
Clay,12.2,42.0,35.5,Cotton,79172.48
Sandy,37.9,19.5,68.9,Rice,105077.51
Silt,74.4,27.3,90.8,Sugarcane,84219.15
Loam,51.0,34.3,89.6,Soybean,50744.56
Silt,17.1,16.0,30.4,Groundnut,61830.08
Sandy,37.2,36.1,74.2,Wheat,54918.11
Silt,28.4,28.5,90.2,Pulses,45570.93
Sandy,16.0,40.2,57.6,Groundnut,66821.88
Silt,20.7,21.7,60.6,Groundnut,51495.53
Clay,70.5,35.9,90.7,Cotton,56766.18
Silt,48.4,42.1,90.6,Rice,98461.91
Clay,23.1,33.0,46.6,Cotton,74275.95
Sandy,45.5,32.0,48.0,Maize,77456.35
Sandy,64.7,20.0,40.2,Cotton,78003.99
Sandy,47.6,27.9,60.7,Rice,130707.73
Clay,16.0,41.7,38.3,Groundnut,55317.24
Loam,29.6,44.4,88.7,Rice,95436.95
Loam,30.1,39.7,63.5,Groundnut,49569.45
Loam,30.6,17.0,92.6,Pulses,45916.02
Loam,44.5,39.0,53.0,Rice,119784.15
Sandy,54.7,32.9,60.7,Soybean,50889.65
Loam,43.0,25.2,58.5,Soybean,52972.11
Clay,62.0,41.2,53.6,Soybean,39493.5
Silt,57.7,26.4,75.3,Soybean,55733.82
Silt,47.6,19.4,34.2,Soybean,61213.21
Loam,47.7,29.2,90.7,Sugarcane,78296.42
Silt,40.7,19.0,57.5,Cotton,87575.67
Sandy,62.2,43.1,65.3,Barley,51103.08
Clay,11.4,37.2,85.6,Pulses,47167.29
Clay,12.2,30.5,48.8,Cotton,78176.3
Loam,35.9,27.3,87.3,Millet,38909.49
Sandy,44.7,38.1,37.4,Cotton,98419.81
Sandy,72.0,19.8,70.3,Pulses,34553.29
Clay,46.8,35.6,60.7,Pulses,36757.56
Silt,45.3,40.7,91.5,Barley,44640.76
Loam,78.7,42.3,55.0,Maize,45104.11
Clay,66.5,33.1,38.6,Soybean,41835.15
Sandy,15.1,18.6,36.6,Pulses,58055.98
Silt,44.8,22.2,56.1,Rice,99763.51
Silt,37.4,39.0,91.9,Millet,44287.13
Silt,43.6,34.3,58.9,Rice,123796.3
Sandy,15.6,38.9,42.4,Pulses,52894.81
Sandy,21.7,25.0,56.7,Barley,60096.79
Clay,14.9,36.6,86.1,Groundnut,52910.68
Sandy,66.7,15.4,69.6,Sugarcane,95634.41
Clay,39.9,42.8,68.4,Cotton,62805.48
Sandy,44.0,26.8,83.0,Wheat,58067.27
Sandy,74.7,17.3,40.2,Rice,99815.36
Sandy,72.2,31.8,94.4,Sugarcane,76519.4
Loam,60.9,16.1,48.0,Barley,49091.69
Clay,26.3,24.1,32.7,Cotton,71569.04
Clay,25.9,32.7,72.8,Rice,106300.37
Sandy,21.5,19.3,38.0,Barley,70059.77
Loam,30.6,24.4,63.4,Groundnut,56132.21
Loam,47.2,37.2,77.9,Pulses,34852.02
Sandy,60.5,37.8,81.5,Maize,64935.77
Sandy,48.1,43.5,54.6,Maize,64640.45
Sandy,60.7,35.7,43.0,Groundnut,56439.74
Silt,33.9,36.4,74.6,Cotton,86468.84
Clay,21.6,31.0,59.6,Groundnut,47779.25
Silt,23.5,15.4,59.0,Groundnut,47893.25
Sandy,79.0,43.7,47.9,Wheat,52181.23
Clay,58.5,17.2,35.5,Maize,48186.79
Clay,58.1,21.8,94.0,Pulses,36287.32
Loam,70.8,20.7,68.6,Barley,45052.62
Loam,52.8,23.4,86.4,Rice,90855.1
Silt,12.1,24.7,58.4,Rice,139927.32
Silt,65.3,42.9,79.7,Sugarcane,73301.56
Loam,32.5,34.4,58.5,Cotton,76015.6
Sandy,24.1,42.4,62.4,Cotton,86463.64
Clay,54.0,23.0,58.3,Maize,57994.45
Sandy,43.8,31.0,90.2,Wheat,50829.83
Sandy,44.0,22.5,36.5,Maize,69617.31
Loam,14.3,17.4,92.3,Cotton,85541.95
Silt,77.8,42.6,30.9,Maize,48177.46
Sandy,10.2,18.3,35.5,Wheat,87045.63
Sandy,68.6,19.4,77.7,Maize,61568.71
Loam,50.1,17.7,62.3,Millet,37251.51
Loam,79.3,30.1,56.0,Rice,87381.04
Sandy,15.8,34.1,69.4,Rice,147044.93
Clay,72.9,23.2,35.7,Wheat,34875.74
Clay,27.0,31.3,43.1,Sugarcane,106969.55
Loam,19.9,38.0,39.6,Rice,129593.72
Loam,71.3,27.3,61.1,Maize,45258.08
Sandy,27.8,17.7,92.6,Barley,56272.8
Clay,77.8,16.0,32.3,Wheat,42760.44
Silt,11.8,40.3,83.9,Maize,63763.85
Sandy,75.0,42.5,32.3,Rice,105089.54
Loam,62.9,23.4,54.0,Millet,33131.69
Clay,47.1,22.3,70.6,Soybean,48643.03
Clay,48.9,44.3,73.7,Wheat,37387.86
Sandy,38.8,29.3,57.0,Groundnut,51759.52
Clay,43.8,30.2,46.8,Cotton,65924.13
Loam,12.5,21.2,63.3,Soybean,59112.76
Silt,43.6,21.2,63.7,Soybean,63122.18
Silt,68.7,45.0,30.9,Barley,48529.5
Sandy,73.6,42.5,30.0,Sugarcane,94407.07
Clay,76.1,34.9,51.2,Soybean,35997.78
Loam,56.6,27.7,84.1,Maize,53220.65
Clay,43.8,25.9,64.8,Rice,99404.29
Sandy,64.1,29.7,47.6,Wheat,60433.43
Clay,19.1,36.8,79.1,Soybean,55513.5
Loam,56.0,21.4,66.0,Cotton,58482.14
Sandy,37.2,26.4,34.4,Maize,69134.22
Sandy,62.4,27.1,41.7,Cotton,71611.65
Clay,31.9,43.0,91.3,Soybean,52155.38
Clay,24.2,21.7,64.7,Rice,118775.79
Clay,49.2,36.2,34.7,Groundnut,38128.84
Loam,29.0,31.6,42.3,Barley,53333.25
Sandy,26.8,28.9,41.7,Barley,71333.21
Sandy,53.8,36.4,31.2,Rice,106641.11
Sandy,28.2,20.7,93.0,Soybean,66633.67
Silt,52.8,17.5,76.6,Groundnut,45592.9
Clay,75.0,16.1,84.9,Barley,36825.52
Sandy,54.9,38.0,58.5,Soybean,51907.17
Loam,19.9,32.6,71.4,Maize,67697.37
Clay,27.7,23.9,34.7,Pulses,48693.82
Clay,38.7,23.3,62.3,Maize,60621.84
Silt,42.5,22.3,67.5,Cotton,64839.32
Silt,21.2,38.6,43.2,Pulses,59753.19
Sandy,70.2,24.1,81.0,Rice,103261.75
Sandy,53.2,21.0,85.5,Millet,36257.46
Clay,30.7,25.5,91.4,Millet,34133.78
Silt,79.2,27.5,93.8,Maize,48128.53
Clay,30.4,35.0,39.2,Cotton,69692.74
Sandy,45.6,33.8,63.7,Millet,43252.7
Clay,44.1,32.3,41.6,Sugarcane,84602.65
Silt,22.4,28.1,81.8,Sugarcane,102417.32
Clay,77.4,15.8,63.4,Wheat,39171.51
Loam,32.4,29.5,40.7,Cotton,85869.14
Silt,62.9,23.5,31.8,Cotton,71314.94
Clay,39.2,17.5,91.9,Maize,58598.33
Loam,32.8,43.5,51.7,Pulses,48847.79
Loam,51.9,44.9,74.5,Groundnut,44872.9
Loam,28.2,23.0,49.7,Groundnut,48818.0
Loam,38.5,22.9,36.4,Soybean,58052.64
Sandy,22.1,40.6,77.4,Barley,66751.77
Silt,26.6,35.6,48.6,Pulses,48793.6
Silt,22.8,24.8,31.7,Maize,80273.78
Sandy,47.6,17.6,58.2,Pulses,45396.98
Clay,33.6,22.2,43.1,Wheat,46687.4
Loam,78.2,20.1,67.6,Sugarcane,73502.76
Clay,79.2,19.3,55.2,Groundnut,35789.4
Sandy,66.5,27.5,40.9,Barley,54061.69
Silt,22.1,36.5,35.7,Barley,71381.94
Silt,39.6,18.2,44.6,Soybean,68790.08
Clay,41.6,15.5,74.6,Soybean,56663.38
Sandy,39.1,42.8,59.0,Millet,51684.89
Sandy,14.1,18.0,67.8,Maize,73073.3
Loam,59.6,41.7,64.8,Millet,32187.54
Clay,11.9,26.9,68.0,Millet,43483.59
Clay,25.4,35.1,78.9,Barley,42716.07
Loam,73.0,25.3,42.7,Rice,78376.18
Silt,54.4,19.7,30.7,Wheat,57148.68
Silt,28.0,17.6,48.2,Pulses,49538.53
Loam,13.2,27.4,93.1,Barley,56336.26
Loam,41.7,31.4,39.6,Rice,103780.22
Clay,56.5,43.2,74.7,Soybean,42947.63
Sandy,74.9,38.1,64.5,Rice,106632.19
Clay,33.6,18.0,60.8,Pulses,35643.97
Clay,61.7,31.0,64.9,Millet,30987.68
Silt,74.5,43.2,56.1,Sugarcane,75487.21
Silt,45.0,23.7,94.5,Wheat,52184.39
Loam,50.9,38.7,85.0,Sugarcane,81993.68
Sandy,51.0,26.3,86.7,Maize,70977.72
Clay,46.3,44.1,30.4,Cotton,69067.09
Loam,75.8,17.1,68.6,Pulses,28470.71
Clay,48.8,19.9,64.7,Cotton,56253.43
Sandy,60.1,29.6,69.2,Sugarcane,90439.72
Clay,73.0,35.6,76.1,Soybean,43920.58
Clay,28.6,41.5,64.9,Soybean,56804.3
Loam,33.9,38.9,34.5,Maize,67590.4
Sandy,60.5,23.4,85.0,Barley,45516.34
Sandy,26.9,30.3,52.9,Sugarcane,125205.9
Sandy,48.6,19.7,56.1,Pulses,55545.27
Clay,52.8,35.2,44.0,Barley,48040.59
Sandy,66.8,27.1,50.8,Sugarcane,103731.96
Clay,67.3,35.0,48.9,Groundnut,33867.56
Clay,18.9,17.3,83.0,Pulses,46240.07
Clay,28.6,36.4,66.5,Millet,38690.87
Sandy,51.6,29.5,46.6,Cotton,82855.82
Silt,72.4,44.1,78.5,Wheat,36291.96
Silt,27.6,18.7,83.3,Maize,60899.03
Sandy,49.5,17.4,82.6,Wheat,47871.64
Sandy,47.5,43.7,31.7,Barley,50931.58
Sandy,66.5,33.3,94.0,Cotton,61975.73
Loam,22.0,17.3,56.8,Groundnut,46612.44
Sandy,28.5,26.9,43.3,Rice,133381.05
Loam,15.5,38.7,69.5,Sugarcane,106220.7
Loam,13.1,44.9,52.9,Pulses,56850.79
Clay,26.6,25.6,41.4,Cotton,73198.03
Sandy,69.1,16.8,84.6,Millet,35553.51
Silt,59.9,44.0,40.5,Groundnut,48529.19
Clay,45.4,31.1,38.2,Rice,98123.59
Clay,43.4,18.2,73.8,Soybean,46768.62
Loam,37.7,40.6,70.0,Wheat,60146.24
Loam,19.1,17.4,63.8,Cotton,92834.98
Clay,37.0,24.9,74.1,Sugarcane,81569.02
Clay,10.2,39.4,92.9,Barley,50007.84
Clay,56.6,37.2,61.3,Cotton,69177.84
Sandy,32.8,32.8,93.9,Soybean,64893.07
Sandy,64.8,26.4,70.0,Pulses,47340.47
Clay,17.6,39.5,81.6,Pulses,49075.25
Clay,37.7,22.3,79.2,Soybean,50522.54
Silt,62.1,34.7,54.0,Rice,104489.66
Clay,56.9,23.8,65.6,Maize,50729.81
Sandy,29.0,29.9,79.7,Sugarcane,109958.0
Silt,45.6,40.2,79.6,Soybean,57829.88
Sandy,34.2,31.3,50.8,Sugarcane,106314.69
Silt,79.8,30.5,79.7,Rice,71973.37
Silt,68.7,29.6,67.4,Millet,35009.28
Loam,61.2,33.7,55.7,Wheat,40326.16
Loam,25.9,29.7,91.0,Groundnut,54009.16
Clay,52.4,28.9,61.9,Cotton,69245.67
Sandy,66.2,44.8,57.3,Wheat,49810.4
Silt,40.1,33.3,91.1,Millet,43915.78
Loam,21.0,44.7,85.3,Cotton,86232.94
Loam,76.2,41.2,51.4,Soybean,47415.57
Loam,76.6,20.7,56.1,Maize,49503.25
Clay,19.2,19.3,62.4,Millet,42484.89
Silt,20.6,17.1,41.5,Sugarcane,104479.89
Loam,66.0,44.4,61.2,Cotton,66571.81
Clay,32.9,25.1,86.3,Barley,47145.14
Silt,55.1,32.8,92.7,Maize,61961.48
Sandy,36.3,18.1,67.0,Groundnut,63145.42
Silt,62.7,37.1,73.4,Soybean,44863.47
Clay,74.7,15.2,43.5,Sugarcane,67519.91
Sandy,13.3,17.3,73.2,Cotton,110247.2
Sandy,36.2,35.6,36.6,Sugarcane,116271.48
Clay,32.2,33.1,52.8,Pulses,37785.17
Sandy,48.9,28.9,79.0,Pulses,47239.41
Sandy,53.1,39.0,80.8,Rice,91134.41
Clay,70.6,29.0,30.5,Soybean,49117.58
Sandy,42.6,35.5,84.5,Maize,64155.46
Silt,67.9,19.1,87.6,Pulses,35386.59
Loam,49.9,18.5,46.4,Maize,63189.93
Clay,58.3,16.5,42.5,Barley,44061.18
Silt,10.1,20.4,83.5,Rice,141678.4
Sandy,10.2,42.3,66.6,Groundnut,71609.9
Loam,73.2,32.8,88.1,Wheat,35787.04
Loam,38.5,37.3,53.0,Groundnut,44501.08
Clay,42.5,38.7,60.7,Groundnut,43434.06
Loam,10.6,26.9,74.5,Soybean,61527.24
Clay,29.8,31.0,73.3,Cotton,78380.6
Loam,73.5,16.3,66.2,Maize,52305.92
Sandy,34.3,39.6,66.0,Sugarcane,98905.71
Silt,28.9,20.9,70.5,Groundnut,48480.99
Clay,15.8,34.4,74.7,Rice,102993.69
Clay,13.7,22.1,94.5,Cotton,81708.19
Loam,36.9,25.3,50.5,Sugarcane,96103.54
Silt,27.2,39.8,87.7,Soybean,53722.75
Loam,10.9,23.7,82.9,Soybean,60315.97
Clay,23.1,28.6,32.4,Millet,40195.29
Sandy,61.0,16.3,75.7,Sugarcane,98423.8
Clay,20.1,28.2,87.1,Wheat,52836.91
Loam,56.5,34.2,67.5,Sugarcane,95785.24
Clay,21.3,44.2,38.6,Barley,45920.02
Loam,24.6,17.3,70.4,Soybean,67151.53
Sandy,29.8,36.1,61.8,Maize,79350.3
Sandy,61.4,30.3,91.5,Soybean,48317.47
Sandy,79.7,37.0,62.0,Barley,40949.36
Clay,64.5,16.0,49.1,Groundnut,35974.97
Sandy,22.4,28.5,39.4,Wheat,79793.49
Sandy,65.8,29.2,94.8,Soybean,43782.77
Clay,25.3,26.4,59.9,Groundnut,42324.8
Sandy,48.2,21.1,39.9,Wheat,54754.32
Sandy,30.9,39.8,54.8,Soybean,65989.14
Silt,20.0,28.9,73.3,Barley,49711.95
Sandy,11.0,31.9,53.9,Soybean,89307.57
Loam,67.9,20.1,84.0,Maize,48586.14
Clay,11.1,41.5,62.7,Maize,72725.24
Clay,27.4,29.2,51.7,Barley,52720.98
Sandy,60.9,29.6,59.2,Groundnut,51936.83
Clay,56.0,38.5,91.5,Wheat,39858.85
Clay,56.1,15.2,48.6,Sugarcane,77538.64
Clay,14.1,22.5,91.3,Millet,42315.84
Silt,38.4,27.7,73.2,Maize,56938.85
Clay,35.8,20.5,33.2,Cotton,64932.44
Sandy,68.8,44.2,91.7,Soybean,48112.73
Silt,32.9,40.6,78.9,Rice,102175.82
Clay,77.8,35.8,78.2,Cotton,43887.87
Loam,34.5,36.1,78.2,Cotton,82213.54
Clay,38.4,32.8,87.0,Wheat,51752.34
Clay,28.0,33.9,89.8,Groundnut,45177.87
Clay,63.2,25.2,50.6,Pulses,31907.0
Silt,11.9,36.9,47.0,Pulses,61797.58
Loam,66.8,27.5,43.3,Wheat,44049.94
Sandy,56.8,37.5,93.0,Millet,33866.95
Clay,72.5,26.3,78.4,Sugarcane,58519.13
Silt,14.9,40.8,46.3,Barley,65616.61
Loam,70.3,25.7,58.1,Soybean,43347.51
Sandy,28.6,32.8,77.7,Millet,53792.11
Clay,71.6,21.0,55.3,Rice,68130.09
Clay,45.7,34.2,81.9,Pulses,32172.26
Clay,61.4,37.8,40.7,Maize,44094.9
Loam,20.4,41.9,32.1,Sugarcane,116677.19
Silt,30.4,30.2,73.9,Sugarcane,109637.8
Sandy,34.5,20.0,61.1,Millet,48649.85
Clay,14.8,22.2,89.4,Wheat,44212.3
Clay,31.9,41.1,38.0,Pulses,46740.86
Sandy,42.5,18.0,30.2,Maize,73093.87
Clay,63.9,36.2,47.4,Maize,43672.9
Loam,27.7,37.1,58.2,Sugarcane,107702.11
Sandy,66.2,27.1,80.9,Barley,43275.19
Clay,74.3,30.6,77.2,Rice,81894.03
Sandy,51.0,36.4,59.3,Sugarcane,111282.43
Clay,64.1,37.6,44.2,Groundnut,34963.14
Sandy,28.3,30.8,71.4,Barley,52849.78
Loam,21.5,28.9,72.2,Wheat,50925.7
Loam,26.8,39.8,80.0,Wheat,54639.47
Clay,69.0,17.3,73.5,Soybean,44449.2
Sandy,69.6,31.2,89.7,Soybean,46854.34
Loam,77.1,38.1,71.7,Barley,35149.8
Sandy,58.4,30.6,50.3,Sugarcane,100376.01
Sandy,21.8,31.9,32.5,Barley,71810.94
Silt,28.9,27.3,33.0,Pulses,47975.28
Clay,41.9,29.7,33.8,Groundnut,51570.2
Clay,40.0,44.7,77.2,Wheat,49031.4
Clay,41.2,33.0,78.6,Maize,52629.49
Loam,18.4,37.4,90.5,Cotton,86089.78
Silt,70.3,44.4,45.8,Pulses,42934.96
Clay,24.6,42.7,50.0,Wheat,56918.68
Sandy,67.0,35.5,33.6,Groundnut,52328.61
Loam,50.8,17.1,81.4,Sugarcane,86858.71
Silt,55.6,28.8,74.8,Wheat,49086.9
Clay,53.6,31.2,71.5,Sugarcane,72446.76
Silt,49.9,24.3,78.3,Soybean,58363.98
Silt,39.1,17.6,48.2,Pulses,46708.92
Silt,53.1,36.0,34.8,Sugarcane,110912.32
Silt,17.6,31.5,84.5,Pulses,52006.46
Silt,23.6,28.7,87.6,Soybean,65741.83
Loam,28.3,35.8,91.3,Maize,55987.39
Silt,71.1,34.7,53.3,Rice,98355.78
Sandy,13.0,30.2,49.9,Cotton,105115.41
Silt,40.3,24.4,42.2,Groundnut,56473.86
Clay,52.9,27.4,68.2,Millet,28020.03
Loam,44.3,17.4,45.8,Rice,97151.42
Loam,67.6,24.4,94.6,Cotton,53597.88
Sandy,76.1,16.1,49.3,Groundnut,46459.97
Silt,63.1,22.1,88.9,Cotton,62274.76
Silt,46.2,24.9,52.0,Soybean,54882.32
Silt,67.8,26.9,59.0,Wheat,46901.88
Silt,52.2,42.7,68.3,Maize,65703.4
Clay,63.4,31.1,33.0,Millet,29274.22
Loam,50.3,33.5,41.0,Barley,45976.12
Loam,36.3,16.6,88.8,Pulses,39377.95
Silt,62.6,21.6,75.7,Wheat,52427.76
Silt,64.8,30.7,43.4,Millet,32064.02
Sandy,13.2,22.2,71.1,Maize,85185.21
Silt,25.6,24.0,34.9,Sugarcane,108516.33
Clay,71.8,20.4,63.1,Pulses,34138.69
Loam,69.9,44.5,75.2,Sugarcane,82576.04
Silt,78.0,26.1,67.8,Millet,28356.38
Clay,46.8,30.6,50.5,Barley,48379.0
Clay,66.8,28.4,91.6,Soybean,44621.7
Sandy,74.1,24.6,58.4,Barley,49176.14
Clay,24.0,42.0,90.2,Maize,61545.11
Clay,58.7,39.2,39.7,Groundnut,39876.74
Clay,18.1,25.5,47.7,Sugarcane,102099.28
Silt,12.5,44.7,38.0,Pulses,64291.74
Clay,65.6,42.0,32.0,Cotton,59985.13
Loam,16.9,25.6,88.8,Cotton,88333.11
Loam,77.3,20.7,74.5,Soybean,40855.95
Silt,51.8,24.4,62.1,Groundnut,52467.07
Loam,15.2,30.1,61.7,Groundnut,57526.63
Clay,40.3,34.0,86.7,Barley,39978.89
Silt,24.4,38.7,89.1,Barley,61816.99
Sandy,31.8,37.5,58.8,Wheat,60425.04
Loam,70.9,30.6,90.5,Maize,51574.81
Loam,57.8,35.0,92.6,Wheat,42412.46
Sandy,54.3,24.0,40.6,Maize,72501.42
Sandy,56.0,15.4,76.2,Barley,51862.08
Loam,36.9,35.9,56.7,Cotton,70921.94
Clay,35.7,39.0,49.4,Millet,36916.79
Clay,72.3,23.8,62.9,Rice,66415.85
Clay,10.4,41.9,55.7,Groundnut,49680.14
Clay,55.1,29.0,92.7,Soybean,42897.26
Clay,24.6,37.7,57.3,Maize,63330.06
Silt,49.7,19.7,62.8,Maize,68792.08
Sandy,41.4,33.2,33.8,Groundnut,53979.59
Sandy,74.1,35.6,85.7,Sugarcane,87315.31
Silt,49.9,38.2,36.4,Rice,122369.13
Loam,11.9,38.6,43.3,Rice,129234.62
Silt,23.3,25.0,62.7,Soybean,60741.85
Sandy,25.0,22.6,46.0,Soybean,66220.64
Clay,47.1,33.4,45.0,Maize,61328.5
Silt,27.4,31.3,31.6,Pulses,45899.58
Silt,35.4,36.9,39.3,Soybean,72091.37
Loam,51.4,32.3,86.6,Pulses,38867.74
Silt,75.8,39.4,78.2,Pulses,31389.67
Clay,10.2,23.0,43.2,Pulses,48750.85
Clay,74.0,19.7,57.1,Sugarcane,64120.89
Sandy,34.6,28.7,45.1,Maize,69181.57
Sandy,56.8,23.6,66.4,Barley,48080.62
Sandy,21.2,34.8,44.4,Sugarcane,139715.97
Silt,75.4,21.8,36.5,Millet,31062.04
Clay,44.0,19.7,44.0,Rice,84257.61
Silt,30.0,29.9,62.2,Soybean,55054.7
Sandy,70.2,15.2,92.0,Cotton,59752.3
Loam,37.7,39.6,43.8,Barley,48550.6
Loam,71.2,36.0,30.8,Cotton,67307.25
Sandy,29.5,26.6,30.5,Sugarcane,126780.22
Clay,20.7,32.7,47.1,Maize,59228.67
Clay,25.5,27.8,32.9,Wheat,60041.76
Sandy,70.3,21.6,61.8,Cotton,65116.33
Clay,43.0,34.6,93.3,Rice,97539.85
Loam,71.6,25.6,89.7,Pulses,32817.89
Loam,49.6,35.6,36.2,Barley,46857.47
Clay,75.6,16.7,93.1,Soybean,34915.14
Sandy,65.9,27.3,87.0,Pulses,42852.68
Sandy,37.9,36.4,91.9,Groundnut,53661.85
Clay,42.7,33.0,92.4,Rice,87455.9
Silt,35.8,19.3,38.3,Millet,47660.68
Sandy,39.5,35.1,56.5,Maize,71798.05
Clay,14.1,24.5,95.0,Pulses,41740.8
Silt,31.1,32.3,64.0,Soybean,69147.77
Sandy,50.2,23.1,42.7,Rice,114637.42
Clay,61.6,42.1,42.9,Groundnut,43331.41
Sandy,22.3,41.3,57.5,Maize,87561.6
Sandy,30.9,29.0,74.8,Rice,139792.83
Sandy,12.5,21.6,50.5,Wheat,78311.8
Clay,51.2,41.0,40.6,Barley,45533.42
Sandy,13.3,44.9,92.5,Groundnut,62462.05
Sandy,39.6,26.7,63.6,Millet,46791.99
Clay,25.7,24.2,47.6,Soybean,62742.55
